Picture ID,Category,Description,WordNet_1,WordNet_2,WordNet_3,WordNet_4,WordNet_5,WordNet_6,WordNet_7,,,,,,,,,,,,,,
Faces_308_h,Faces,men,10287213,07985223,,,,,,,,,,,,,,,,,,,
Faces_309_h,Faces,men,10287213,07985223,,,,,,,,,,,,,,,,,,,
Faces_310_v,Faces,woman,10787470,00021265,07695965,,,,,,,,,,,,,,,,,,
Faces_311_h,Faces,elderly woman,07943870,10787470,,,,,,,,,,,,,,,,,,,
Faces_312_h,Faces,man,10287213,02858304,,,,,,,,,,,,,,,,,,,
Faces_313_h,Faces,boys playing,10287213,10285313,00480993,,,,,,,,,,,,,,,,,,
Faces_314_h,Faces,man skateboarding,04051549,04225729,10287213,,,,,,,,,,,,,,,,,,
Faces_315_h,Faces,elderly couple,07943870,07985628,15155220,,,,,,,,,,,,,,,,,,
Faces_316_h,Faces,man jogging,10287213,00628390,02800213,,,,,,,,,,,,,,,,,,
Faces_317_v,Faces,woman,01644225,10787470,03236735,,,,,,,,,,,,,,,,,,
Faces_318_v,Faces,couple,07988857,01646941,,,,,,,,,,,,,,,,,,,
Faces_319_v,Faces,man and woman,07943870,10787470,10287213,01449564,,,,,,,,,,,,,,,,,
Faces_320_v,Faces,elderly woman,07943870,10787470,03456665,,,,,,,,,,,,,,,,,,
Faces_321_h,Faces,football players,00468480,08208560,10439851,,,,,,,,,,,,,,,,,,
Faces_322_v,Faces,woman smiling,10787470,00021265,00028565,,,,,,,,,,,,,,,,,,
Faces_323_h,Faces,men smiling,07942152,07975026,06878071,,,,,,,,,,,,,,,,,,
Faces_324_h,Faces,woman smiling,07985628,06878071,02858304,09376198,09225146,,,,,,,,,,,,,,,,
Faces_325_v,Faces,man smiling,10287213,06878071,01677366,,,,,,,,,,,,,,,,,,
Faces_326_h,Faces,man jogging,10287213,00628390,13104059,08615374,,,,,,,,,,,,,,,,,
Faces_327_v,Faces,couple,07985628,06878071,08615374,,,,,,,,,,,,,,,,,,
Faces_328_v,Faces,couple,07985628,06878071,04334599,,,,,,,,,,,,,,,,,,
Faces_329_h,Faces,man jogging,10287213,00628390,,,,,,,,,,,,,,,,,,,
Faces_330_v,Faces,people showering,07942152,00035259,,,,,,,,,,,,,,,,,,,
Faces_331_h,Faces,men,10287213,00344259,03327234,,,,,,,,,,,,,,,,,,
Faces_332_v,Faces,man exercising,10287213,00624738,08438533,03417749,03327234,00375969,,,,,,,,,,,,,,,
Faces_333_h,Faces,woman smiling,10787470,06878071,08436759,00375969,,,,,,,,,,,,,,,,,
Faces_334_h,Faces,woman smiling,10787470,06878071,07942152,,,,,,,,,,,,,,,,,,
Faces_335_h,Faces,couple,07985628,00283568,,,,,,,,,,,,,,,,,,,
Faces_336_h,Faces,men,08212347,04350905,15155220,,,,,,,,,,,,,,,,,,
Faces_337_h,Faces,man smiling,02942699,10287213,06878071,,,,,,,,,,,,,,,,,,
Faces_338_h,Faces,men smiling,10287213,06878071,04334599,,,,,,,,,,,,,,,,,,
Faces_339_h,Faces,woman and man,10787470,06878071,02942699,,,,,,,,,,,,,,,,,,
Faces_340_h,Faces,woman showering,10129825,02264601,03982060,03814906,,,,,,,,,,,,,,,,,
Faces_341_h,Faces,elderly people,07943870,07988857,07975026,,,,,,,,,,,,,,,,,,
Faces_342_h,Faces,woman smiling,10787470,06878071,10287213,15043763,04231693,09359803,,,,,,,,,,,,,,,
Faces_343_h,Faces,man,10287213,04143897,00026385,,,,,,,,,,,,,,,,,,
Faces_344_h,Faces,elderly women,07943870,10787470,04726724,,,,,,,,,,,,,,,,,,
Faces_345_h,Faces,men smiling,10287213,06878071,,,,,,,,,,,,,,,,,,,
Faces_346_v,Faces,couple smiling,07988857,08615149,01904930,,,,,,,,,,,,,,,,,,
Faces_347_h,Faces,people smiling,07942152,06878071,00429949,,,,,,,,,,,,,,,,,,
Faces_348_h,Faces,man swimming,10287213,01960911,03982060,,,,,,,,,,,,,,,,,,
Faces_349_h,Faces,people smiling,07942152,06878071,,,,,,,,,,,,,,,,,,,
Faces_350_h,Faces,people smiling,10787470,07942152,00028565,00026385,,,,,,,,,,,,,,,,,
Faces_351_h,Faces,elderly women,15250178,10787470,02937469,02948072,,,,,,,,,,,,,,,,,
Faces_352_h,Faces,people in the swimming pool,04371225,07942152,00429949,,,,,,,,,,,,,,,,,,
Faces_353_h,Faces,woman singing,10787470,01731031,03759954,,,,,,,,,,,,,,,,,,
Faces_354_v,Faces,woman smiling,10787470,03236735,03327234,,,,,,,,,,,,,,,,,,
Faces_355_h,Faces,elderly couple,07988857,10048218,07886849,,,,,,,,,,,,,,,,,,
Faces_356_h,Faces,couple smiling,10287213,10787470,07985628,06878071,00417859,,,,,,,,,,,,,,,,
Faces_357_v,Faces,cello player,02992211,07020895,10287213,,,,,,,,,,,,,,,,,,
Faces_358_h,Faces,man with children smiling,10287213,09917593,05600637,06878071,,,,,,,,,,,,,,,,,
Faces_359_h,Faces,people celebrating,00212173,04356056,06878071,07020538,,,,,,,,,,,,,,,,,
Faces_360_v,Faces,people smiling,02156686,04143897,,,,,,,,,,,,,,,,,,,
Faces_361_v,Faces,people dancing,03249569,07942152,07020895,,,,,,,,,,,,,,,,,,
Faces_362_v,Faces,mutilated face,01317954,05598147,05399847,,,,,,,,,,,,,,,,,,
Faces_363_v,Faces,mutilated face,05600637,09917593,10129825,01317954,03219135,03261776,,,,,,,,,,,,,,,
Faces_364_v,Faces,mutilated face,01020282,00236483,05399847,,,,,,,,,,,,,,,,,,
Faces_365_v,Faces,mutilated face,10405694,01020282,,,,,,,,,,,,,,,,,,,
Faces_366_h,Faces,mutilated face,10287213,14285662,10020890,00715674,,,,,,,,,,,,,,,,,
Faces_367_h,Faces,mutilated face,00095280,05399847,10287213,05600637,,,,,,,,,,,,,,,,,
Faces_368_h,Faces,mutilated face,01020282,09917593,01058049,,,,,,,,,,,,,,,,,,
Faces_369_v,Faces,mutilated face,10285313,01020282,14289590,,,,,,,,,,,,,,,,,,
Faces_370_h,Faces,at dentist,10004282,03441112,03574816,,,,,,,,,,,,,,,,,,
Faces_371_v,Faces,mutilated face,00868196,01020282,10129825,,,,,,,,,,,,,,,,,,
Faces_372_h,Faces,mutilated face,10048218,01317954,10287213,09638875,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
