Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7;;;;;;;;;;;;;;
Objects_313_h;Objects;car;02958343;04520170;00375969;;;;;;;;;;;;;;;;;;
Objects_314_h;Objects;car;02958343;04285965;;;;;;;;;;;;;;;;;;;
Objects_315_h;Objects;trains;04468005;03684823;;;;;;;;;;;;;;;;;;;
Objects_316_h;Objects;bicycle;02834778;04334599;;;;;;;;;;;;;;;;;;;
Objects_317_h;Objects;helicopter;03512147;09361517;;;;;;;;;;;;;;;;;;;
Objects_318_h;Objects;car;02958343;00679147;00381097;;;;;;;;;;;;;;;;;;
Objects_319_h;Objects;bicycle;02834778;00381097;02826877;;;;;;;;;;;;;;;;;;
Objects_320_h;Objects;car;02958343;00381097;;;;;;;;;;;;;;;;;;;
Objects_321_h;Objects;car;02958343;00379595;;;;;;;;;;;;;;;;;;;
Objects_322_h;Objects;car;02958343;00393105;;;;;;;;;;;;;;;;;;;
Objects_323_h;Objects;car;02958343;08588294;03100240;;;;;;;;;;;;;;;;;;
Objects_324_h;Objects;ship;04194289;09426788;;;;;;;;;;;;;;;;;;;
Objects_325_h;Objects;cars;02958343;08615638;;;;;;;;;;;;;;;;;;;
Objects_326_h;Objects;sailboat;04128499;09426788;;;;;;;;;;;;;;;;;;;
Objects_327_h;Objects;boats;02858304;09428293;;;;;;;;;;;;;;;;;;;
Objects_328_h;Objects;pig;02395406;07668702;00324560;00618377;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
