Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7
Faces_334_h;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";;;;
Faces_335_h;Faces;couple;"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{00283568} <noun.act> walk#1, walking#1 -- (the act of traveling by foot; ""walking is a healthy form of exercise"")";;;;;
Faces_336_h;Faces;men;{08212347} <noun.group> work force#1, workforce#1, manpower#1, hands#2, men#1 -- (the force of workers available);"{04350905} <noun.artifact> suit#1, suit of clothes#1 -- (a set of garments (usually including a jacket and trousers or skirt) for outerwear all of the same fabric and color; ""they buried him in his best suit"")";"{15155220} <noun.time> day#1, twenty-four hours#1, twenty-four hour period#1, 24-hour interval#1, solar day#1, mean solar day#1 -- (time for Earth to make a complete rotation on its axis; ""two days later they left""; ""they put on two performances every day""; ""there are 30,000 passengers per day"")";;;;
Faces_337_h;Faces;man smiling;{02942699} <noun.artifact> camera#1, photographic camera#1 -- (equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other));"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;
Faces_338_h;Faces;men smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{04334599} <noun.artifact> street#1 -- (a thoroughfare (usually including sidewalks) that is lined with buildings; ""they walked the streets of the small town""; ""he lives on Nassau Street"")";;;;
Faces_339_h;Faces;woman and man;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{02942699} <noun.artifact> camera#1, photographic camera#1 -- (equipment for taking photographs (usually consisting of a lightproof box with a lens at one end and light-sensitive film at the other));;;;
Faces_340_h;Faces;woman showering;"{10129825} <noun.person> girl#1, miss#1, missy#1, young lady#1, young woman#1, fille#1 -- (a young woman; ""a young lady of 18"")";"{02264601} <verb.possession> lavish#1, shower#1 -- (expend profusely; also used with abstract nouns; ""He was showered with praise"")";{03982060} <noun.artifact> pool#1 -- (an excavation that is (usually) filled with water);{03814906} <noun.artifact> necklace#1 -- (jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women));;;
Faces_341_h;Faces;elderly people;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";{07975026} <noun.group> gathering#1, assemblage#1 -- (a group of persons together in one place);;;;
Faces_342_h;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);{04231693} <noun.artifact> ski tow#1, ski lift#1, lift1#5 -- (a powered conveyance that carries skiers up a hill);"{09359803} <noun.object> mountain#1, mount#3 -- (a land mass that projects well above its surroundings; higher than a hill)";
Faces_343_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{04143897} <noun.artifact> scarf#1 -- (a garment worn around the head or neck or shoulders for warmth or decoration);"{00026385} <verb.body> relax#1, loosen up#4, unbend1#5, unwind#3, decompress#3, slow down#5 -- (become less tense, rest, or take one's ease; ""He relaxed in the hot tub""; ""Let's all relax after a hard day's work"")";;;;
Faces_344_h;Faces;elderly women;"{07943870} <noun.group> aged#1, elderly#1 -- (people who are old collectively; ""special arrangements were available for the aged"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{04726724} <noun.attribute> nature2#1 -- (the essential qualities or characteristics by which something is recognized; ""it is the nature of fire to burn""; ""the true nature of jealousy"")";;;;
Faces_345_h;Faces;men smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_346_v;Faces;couple smiling;"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";"{08615149} <noun.location> park#1, parkland#1 -- (a large area of land preserved in its natural state as public property; ""there are laws that protect the wildlife in this park"")";"{01904930} <verb.motion> walk#1 -- (use one's feet to advance; advance by steps; ""Walk, don't run!""; ""We walked instead of driving""; ""She walks with a slight limp""; ""The patient cannot walk yet""; ""Walk over to the cabinet"")";;;;
Faces_347_h;Faces;people smiling;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{00429949} <noun.act> fun#1, merriment#2, playfulness#3 -- (activities that are enjoyable or amusing; ""I do it for the fun of it""; ""he is fun to have around"")";;;;
Faces_348_h;Faces;man swimming;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{01960911} <verb.motion> swim#1 -- (travel through water; ""We had to swim for 20 minutes to reach the shore""; ""a big fish was swimming in the tank"")";{03982060} <noun.artifact> pool#1 -- (an excavation that is (usually) filled with water);;;;
Faces_349_h;Faces;people smiling;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_350_h;Faces;people smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";{00028565} <verb.body> smile#1 -- (change one's facial expression by spreading the lips, often to signal pleasure);"{00026385} <verb.body> relax#1, loosen up#4, unbend1#5, unwind#3, decompress#3, slow down#5 -- (become less tense, rest, or take one's ease; ""He relaxed in the hot tub""; ""Let's all relax after a hard day's work"")";;;
Faces_351_h;Faces;elderly women;{15250178} <noun.time> birthday#1 -- (an anniversary of the day on which a person was born (or the celebration of it));"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{02937469} <noun.artifact> cake#1, bar6#11 -- (a block of solid substance (such as soap or wax); ""a bar of chocolate"")";{02948072} <noun.artifact> candle#1, taper#4, wax light#1 -- (stick of wax with a wick in the middle);;;
Faces_352_h;Faces;people in the swimming pool;"{04371225} <noun.artifact> swimming pool#1, swimming bath#1, natatorium#1 -- (pool that provides a facility for swimming; ""`swimming bath' is a British term"")";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{00429949} <noun.act> fun#1, merriment#2, playfulness#3 -- (activities that are enjoyable or amusing; ""I do it for the fun of it""; ""he is fun to have around"")";;;;
Faces_353_h;Faces;woman singing;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{01731031} <verb.creation> sing1#1 -- (deliver by singing; ""Sing Christmas carols"")";{03759954} <noun.artifact> microphone#1, mike#1 -- (device for converting sound waves into electrical energy);;;;
Faces_354_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{03236735} <noun.artifact> dress#1, frock#2 -- (a one-piece garment for a woman; has skirt and bodice)";{03327234} <noun.artifact> fence#1, fencing#1 -- (a barrier that serves to enclose an area);;;;
Faces_355_h;Faces;elderly couple;"{07988857} <noun.group> couple1#2, mates#1, match#8 -- (a pair of people who live together; ""a married couple from Chicago"")";{10048218} <noun.person> elder#1, senior1#2 -- (a person who is older than you are);{07886849} <noun.food> beer#1 -- (a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops);;;;
Faces_356_h;Faces;couple smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{07985628} <noun.group> couple#1, twosome#2, duo#3, duet#3 -- (a pair who associate with one another; ""the engaged couple""; ""an inseparable twosome"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{00417859} <noun.act> hug#1, clinch1#5, squeeze2#7 -- (a tight or amorous embrace; ""come here and give me a big hug"")";;
Faces_357_v;Faces;cello player;"{02992211} <noun.artifact> cello#1, violoncello#1 -- (a large stringed instrument; seated player holds it upright while playing)";{07020895} <noun.communication> music#1 -- (an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner);"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;
Faces_358_h;Faces;man with children smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{09917593} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngster"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;
Faces_359_h;Faces;people celebrating;"{00212173} <adj.all> hairy#1 (vs. hairless#1), haired#1, hirsute#1 -- (having or covered with hair; ""Jacob was a hairy man""; ""a hairy caterpillar"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{07020538} <noun.communication> dance#1 -- (an artistic form of nonverbal communication);;;
Faces_360_v;Faces;people smiling;"{02156686} <adj.all> barefoot#1, barefooted#1, shoeless#1 -- (without shoes; ""the barefoot boy""; ""shoeless Joe Jackson"")";{04143897} <noun.artifact> scarf#1 -- (a garment worn around the head or neck or shoulders for warmth or decoration);;;;;
Faces_361_v;Faces;people dancing;"{03249569} <noun.artifact> drum#1, membranophone#1, tympan#1 -- (a musical percussion instrument; usually consists of a hollow cylinder with a membrane stretched across each end)";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";{07020895} <noun.communication> music#1 -- (an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner);;;;
Faces_362_v;Faces;mutilated face;"{01317954} <adj.all> injured#1 (vs. uninjured#1) -- (harmed; ""injured soldiers""; ""injured feelings"")";"{05598147} <noun.body> nose#1, olfactory organ#1 -- (the organ of smell and entrance to the respiratory tract; the prominent part of the face of man or other mammals; ""he has a cold in the nose"")";"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";;;;
Faces_363_v;Faces;mutilated face;"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{09917593} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngster"")";"{10129825} <noun.person> girl#1, miss#1, missy#1, young lady#1, young woman#1, fille#1 -- (a young woman; ""a young lady of 18"")";"{01317954} <adj.all> injured#1 (vs. uninjured#1) -- (harmed; ""injured soldiers""; ""injured feelings"")";"{03219135} <noun.artifact> doll#1, dolly#3 -- (a small replica of a person; used as a toy)";"{03261776} <noun.artifact> earphone#1, earpiece#1, headphone#1, phone1#3 -- (electro-acoustic transducer for converting electric signals into sounds; it is held over or inserted into the ear; ""it was not the typing but the earphones that she disliked"")";
Faces_364_v;Faces;mutilated face;{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);"{00236483} <adj.all> faceless#1 (vs. faced#1) -- (without a face or identity; ""a faceless apparition""; ""the faceless accusers of the police state"")";"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";;;;
Faces_365_v;Faces;mutilated face;"{10405694} <noun.person> patient#1 -- (a person who requires medical care; ""the number of emergency patients has grown rapidly"")";{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);;;;;
Faces_366_h;Faces;mutilated face;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{14285662} <noun.state> injury#1, hurt#1, harm#1, trauma2#1 -- (any physical damage to the body caused by violence or accident or fracture etc.);"{10020890} <noun.person> doctor#1, doc#1, physician#1, MD#2, Dr.#2, medico#2 -- (a licensed medical practitioner; ""I felt so bad I went to see my doctor"")";{00715674} <noun.act> sewing#1, stitching#1 -- (joining or attaching by stitches);;;
Faces_367_h;Faces;mutilated face;"{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life; ""the nerve is dead""; ""a dead pallor""; ""he was marked as a dead man by the assassin"")";"{05399847} <noun.body> blood#1 -- (the fluid (red in vertebrates) that is pumped through the body by the heart and contains plasma, blood cells, and platelets; ""blood carries oxygen and nutrients to the tissues and carries away waste products""; ""the ancients believed that blood was the seat of the emotions"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;
Faces_368_h;Faces;mutilated face;{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);"{09917593} <noun.person> child#1, kid#1, youngster#1, minor#1, shaver#2, nipper#1, small fry1#2, tiddler#1, tike1#2, tyke1#3, fry#3, nestling#2 -- (a young person of either sex; ""she writes books for children""; ""they're just kids""; ""`tiddler' is a British term for youngster"")";{01058049} <noun.act> infant feeding#1 -- (feeding an infant);;;;
Faces_369_v;Faces;mutilated face;"{10285313} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);{14289590} <noun.state> burn1#3 -- (an injury caused by exposure to heat or chemicals or radiation);;;;
Faces_370_h;Faces;at dentist;{10004282} <noun.person> dentist#1, tooth doctor#1, dental practitioner#1 -- (a person qualified to practice dentistry);{03441112} <noun.artifact> glove#2 -- (handwear: covers the hand and wrist);{03574816} <noun.artifact> instrument#1 -- (a device that requires skill for proper use);;;;
Faces_371_v;Faces;mutilated face;"{00868196} <noun.act> crying#1, weeping#1, tears#1 -- (the process of shedding tears (usually accompanied by sobs or other inarticulate sounds); ""I hate to hear the crying of a child""; ""she was in tears"")";{01020282} <adj.all> maimed#1, mutilated#1 -- (having a part of the body crippled or disabled);"{10129825} <noun.person> girl#1, miss#1, missy#1, young lady#1, young woman#1, fille#1 -- (a young woman; ""a young lady of 18"")";;;;
Faces_372_h;Faces;mutilated face;{10048218} <noun.person> elder#1, senior1#2 -- (a person who is older than you are);"{01317954} <adj.all> injured#1 (vs. uninjured#1) -- (harmed; ""injured soldiers""; ""injured feelings"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{09638875} <noun.person> White#1, White person#1, Caucasian#1 -- (a member of the Caucasoid race);;;
