Picture ID;Category;Description;WordNet_1;WordNet_2;WordNet_3;WordNet_4;WordNet_5;WordNet_6;WordNet_7
Faces_203_h;Faces;elderly man;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{00838367} <noun.act> eating#1, feeding#1 -- (the act of consuming food);{07614500} <noun.food> ice cream#1, icecream#1 -- (frozen dessert containing cream and sugar and flavoring);{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);;
Faces_204_v;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;
Faces_205_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);;;
Faces_206_v;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;;
Faces_207_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";{07975026} <noun.group> gathering#1, assemblage#1 -- (a group of persons together in one place);;
Faces_208_h;Faces;elderly man;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground);"{15237782} <noun.time> winter#1, wintertime#1 -- (the coldest season of the year; in the northern hemisphere it extends from the winter solstice to the vernal equinox)";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";
Faces_209_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;
Faces_210_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{03221720} <noun.artifact> door#1 -- (a swinging or sliding barrier that will close the entrance to a room or building or vehicle; ""he knocked on the door""; ""he slammed the door as he left"")";{03542333} <noun.artifact> hotel#1 -- (a building where travelers can pay for lodging and meals and other services);;;
Faces_211_h;Faces;man smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{02858304} <noun.artifact> boat#1 -- (a small vessel for travel on water);{10093658} <noun.person> fisherman#1, fisher#1 -- (someone whose occupation is catching fish);;;
Faces_212_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{02858304} <noun.artifact> boat#1 -- (a small vessel for travel on water);"{09225146} <noun.object> body of water#1, water#2 -- (the part of the earth's surface covered with water (such as a river or lake or ocean); ""they invaded our territorial waters""; ""they were sitting by the water's edge"")";{09376198} <noun.object> ocean#1 -- (a large body of water constituting a principal part of the hydrosphere);{09436708} <noun.object> sky#1 -- (the atmosphere and outer space as viewed from the earth);"{00370869} <adj.all> blue#1, bluish#1, blueish#1 -- (of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky; ""October's bright blue weather""- Helen Hunt Jackson; ""a blue flame""; ""blue haze of tobacco smoke"")";
Faces_213_v;Faces;men;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{10285313} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{00344421} <noun.act> sitting1#1, posing#1 -- ((photography) the act of assuming a certain position (as for a photograph or portrait); ""he wanted his portrait painted but couldn't spare time for the sitting"")";"{00417859} <noun.act> hug#1, clinch1#5, squeeze2#7 -- (a tight or amorous embrace; ""come here and give me a big hug"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";"{04334599} <noun.artifact> street#1 -- (a thoroughfare (usually including sidewalks) that is lined with buildings; ""they walked the streets of the small town""; ""he lives on Nassau Street"")";
Faces_214_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{02777734} <noun.artifact> balcony1#2 -- (a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet);;;;
Faces_215_v;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{00344259} <noun.act> sitting#2 -- (the act of assuming or maintaining a seated position; ""he read the mystery at one sitting"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);;;;
Faces_216_h;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;
Faces_217_v;Faces;elderly man;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{00834636} <noun.act> smoke#7, smoking#1 -- (the act of smoking tobacco or other substances; ""he went outside for a smoke""; ""smoking stinks"")";"{03945167} <noun.artifact> pipe1#1, tobacco pipe#1 -- (a tube with a small bowl at one end; used for smoking tobacco)";;;
Faces_218_h;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";"{00283568} <noun.act> walk#1, walking#1 -- (the act of traveling by foot; ""walking is a healthy form of exercise"")";;;;
Faces_219_v;Faces;elderly man;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";"{03497657} <noun.artifact> hat#1, chapeau#1, lid1#3 -- (headdress that protects the head from bad weather; has shaped crown and usually a brim)";{00041188} <noun.act> playing#2 -- (the action of taking part in a game or sport or other recreation);{00488225} <noun.act> card game#1, cards#1 -- (a game played with playing cards);
Faces_220_h;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;
Faces_221_v;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{13900422} <noun.shape> column2#4, tower#2, pillar#2 -- (anything that approximates the shape of a column or tower; ""the test tube held a column of white powder""; ""a tower of dust rose above the horizon""; ""a thin pillar of smoke betrayed their campsite"")";;;;
Faces_222_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);"{00344259} <noun.act> sitting#2 -- (the act of assuming or maintaining a seated position; ""he read the mystery at one sitting"")";{02828884} <noun.artifact> bench#1 -- (a long seat for more than one person);"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")";
Faces_223_v;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;;;
Faces_224_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{02774152} <noun.artifact> bag2#4, handbag#1, pocketbook#4, purse#1 -- (a container used for carrying money and small personal items or accessories (especially by women); ""she reached into her bag and found a comb"")";"{00385756} <adj.all> yellow#1, yellowish#1, xanthous#1 -- (of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk)";"{03236735} <noun.artifact> dress#1, frock#2 -- (a one-piece garment for a woman; has skirt and bodice)";"{08436759} <noun.group> vegetation#1, flora#1, botany#1 -- (all the plant life in a particular region or period; ""Pleistocene vegetation""; ""the flora of southern California""; ""the botany of China"")";"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")"
Faces_225_v;Faces;man smiling;"{10285313} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{03201776} <noun.artifact> dinner jacket#1, tux#1, tuxedo#1, black tie1#1 -- (semiformal evening dress for men);;;;
Faces_226_h;Faces;man smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{05261566} <noun.body> beard#1, face fungus#1, whiskers#1 -- (the hair growing on the lower part of a man's face);;;;
Faces_227_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{00381097} <adj.all> red1#1, reddish#1, ruddy#2, blood-red#1, carmine#1, cerise#1, cherry#1, cherry-red#1, crimson#1, ruby#1, ruby-red#1, scarlet#1 -- (of a color at the end of the color spectrum (next to orange); resembling the color of blood or cherries or tomatoes or rubies)";"{03057021} <noun.artifact> coat#1 -- (an outer garment that has sleeves and covers the body from shoulder down; worn outdoors)";;;
Faces_228_h;Faces;elderly woman;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{03497657} <noun.artifact> hat#1, chapeau#1, lid1#3 -- (headdress that protects the head from bad weather; has shaped crown and usually a brim)";{00843128} <noun.act> drinking#1, imbibing#1, imbibition#2 -- (the act of consuming liquids);"{07929519} <noun.food> coffee#1, java#2 -- (a beverage consisting of an infusion of ground coffee beans; ""he ordered a cup of coffee"")";;
Faces_229_v;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{04141975} <noun.artifact> scale2#7, weighing machine#1 -- (a measuring instrument for weighing; shows amount of mass)";;;;
Faces_230_h;Faces;elderly man;"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{03497657} <noun.artifact> hat#1, chapeau#1, lid1#3 -- (headdress that protects the head from bad weather; has shaped crown and usually a brim)";{05261566} <noun.body> beard#1, face fungus#1, whiskers#1 -- (the hair growing on the lower part of a man's face);"{00389310} <adj.all> grey#1, gray#1, greyish#1, grayish#1 -- (of an achromatic color of any lightness intermediate between the extremes of white and black; ""the little grey cells""; ""gray flannel suit""; ""a man with greyish hair"")";;
Faces_231_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{04370048} <noun.artifact> sweater#1, jumper4#3 -- (a crocheted or knitted garment covering the upper part of the body);{03589791} <noun.artifact> jacket#1 -- (a short coat);"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;
Faces_232_h;Faces;women smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{02879087} <noun.artifact> bouquet#1, corsage#1, posy#1, nosegay#1 -- (an arrangement of flowers that is usually given as a present);{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;
Faces_233_v;Faces;woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{04356056} <noun.artifact> sunglasses#1, dark glasses#1, shades#1 -- (spectacles that are darkened or polarized to protect the eyes from the glare of the sun; ""he was wearing a pair of mirrored shades"")";{04143897} <noun.artifact> scarf#1 -- (a garment worn around the head or neck or shoulders for warmth or decoration);"{04334599} <noun.artifact> street#1 -- (a thoroughfare (usually including sidewalks) that is lined with buildings; ""they walked the streets of the small town""; ""he lives on Nassau Street"")";"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";
Faces_234_h;Faces;dancing people;"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively; ""old people""; ""there were at least 200 people in the audience"")";{00428270} <noun.act> dancing#1, dance#3, terpsichore#2, saltation1#4 -- (taking a series of rhythmical steps (and movements) in time to music);{00545501} <noun.act> singing#1, vocalizing#1 -- (the act of singing vocal music);"{08615374} <noun.location> park1#2, commons#1, common#1, green1#2 -- (a piece of open land for recreational use in an urban area; ""they went for a walk in the park"")";"{00375969} <adj.all> green#1, greenish#1, light-green#1, dark-green#1 -- (of the color between blue and yellow in the color spectrum; similar to the color of fresh grass; ""a green tree""; ""green fields""; ""green paint"")";"{12102133} <noun.plant> grass#1 -- (narrow-leaved green herbage: grown as lawns; used as pasture for grazing animals; cut and dried as hay)";
Faces_235_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{08615374} <noun.location> park1#2, commons#1, common#1, green1#2 -- (a piece of open land for recreational use in an urban area; ""they went for a walk in the park"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;
Faces_236_h;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{03236735} <noun.artifact> dress#1, frock#2 -- (a one-piece garment for a woman; has skirt and bodice)";"{00385756} <adj.all> yellow#1, yellowish#1, xanthous#1 -- (of the color intermediate between green and orange in the color spectrum; of something resembling the color of an egg yolk)";{00810598} <noun.act> retention#1, keeping2#3, holding#1 -- (the act of retaining something);{00021265} <noun.Tops> food#1, nutrient#1 -- (any substance that can be metabolized by an animal to give energy and build tissue);
Faces_237_v;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{03814906} <noun.artifact> necklace#1 -- (jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women));"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;
Faces_238_h;Faces;man smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{03513376} <noun.artifact> helmet1#1 -- (armor plate that protects the head);"{05600637} <noun.body> face#1, human face1#1 -- (the front of the human head from the forehead to the chin and ear to ear; ""he washed his face""; ""I wish I had seen the look on his face when he got the news"")";;;
Faces_239_v;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_240_h;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{00433458} <noun.act> contact sport#1 -- (a sport that necessarily involves body contact between opposing players);;;;
Faces_241_v;Faces;man;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_242_h;Faces;man and woman smiling;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;
Faces_243_v;Faces;elderly woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";{04272054} <noun.artifact> spectacles#1, specs#1, eyeglasses#1, glasses#1 -- (optical instrument consisting of a frame that holds a pair of lenses for correcting defective vision);;;;
Faces_244_h;Faces;elderly woman;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";"{03497657} <noun.artifact> hat#1, chapeau#1, lid1#3 -- (headdress that protects the head from bad weather; has shaped crown and usually a brim)";;;
Faces_245_v;Faces;man singing;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{01731031} <verb.creation> sing1#1 -- (deliver by singing; ""Sing Christmas carols"")";;;;;
Faces_246_v;Faces;man smiling;"{10285313} <noun.person> male child#1, boy#1 -- (a youthful male person; ""the baby was a boy""; ""she made the boy brush his teeth every night""; ""most soldiers are only boys in uniform"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_247_h;Faces;woman smiling;"{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06878071} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";"{01643620} <adj.all> old2#1 (vs. young#1) -- ((used especially of persons) having lived for a relatively long time or attained a specific age; ""his mother is very old""; ""a ripe old age""; ""how old are you?"")";;;;
Faces_248_v;Faces;girl;"{10129825} <noun.person> girl#1, miss#1, missy#1, young lady#1, young woman#1, fille#1 -- (a young woman; ""a young lady of 18"")";;;;;;
Faces_249_v;Faces;Buddhist monk;"{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";{10112129} <noun.person> monk#1, monastic#1 -- (a male religious living in a cloister and devoting himself to contemplation and prayer and work);;;;;
Faces_250_h;Faces;woman;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";;;;;;
Faces_251_v;Faces;man;"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_252_h;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_253_v;Faces;woman smiling;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";{09291365} <noun.object> sea#1 -- (a division of an ocean or a large body of salt water partially enclosed by land);;;;
Faces_254_h;Faces;woman;"{10626312} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man); ""the woman kept house while the man hunted"")";"{06785681} <noun.communication> smile#1, smiling#1, grin#1, grinning#1 -- (a facial expression characterized by turning up the corners of the mouth; usually shows pleasure or amusement)";;;;;
Faces_255_v;Faces;elderly man;"{01703749} <adj.all> aged1#1, elderly#1, older#1, senior#3 -- (advanced in years; (`aged' is pronounced as two syllables); ""aged members of the society""; ""elderly residents could remember the construction of the first skyscraper""; ""senior citizen"")";"{10133569} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman); ""there were two women and six men on the bus"")";;;;;
