Picture ID,Category,Description,WordNet_1,WordNet_2,WordNet_3,WordNet_4,WordNet_5,WordNet_6,WordNet_7
People_001_h,People,sad woman,"{01361863} <adj.all> sad#1 (vs. glad#1) -- (experiencing or showing sorrow or unhappiness, ""feeling sad because his dog had died"", ""Better by far that you should forget and smile / Than that you should remember and be sad""- Christina Rossetti)","{10787470} <noun.person> woman#1, adult female#1 -- (an adult female person (as opposed to a man), ""the woman kept house while the man hunted"")","{07302836} <noun.event> fire#1 -- (the event of something burning (often destructive), ""they lost everything in the fire"")","{00378664} <verb.change> burn2#1, fire1#8, burn down2#2 -- (destroy by fire, ""They burned the house and his diaries"")","{03544360} <noun.artifact> house#1 -- (a dwelling that serves as living quarters for one or more families, ""he has a house on Cape Cod"", ""she felt she had to get out of the house"")",,
People_002_v,People,car crash,"{02958343} <noun.artifact> car#1, auto#1, automobile#1, machine1#6, motorcar#1 -- (a motor vehicle with four wheels, usually propelled by an internal combustion engine, ""he needs a car to get to work"")","{00734318} <adj.all> destroyed#1 (vs. preserved1#2) -- (spoiled or ruined or demolished, ""war left many cities destroyed"", ""Alzheimer's is responsible for her destroyed mind"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")","{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life, ""the nerve is dead"", ""a dead pallor"", ""he was marked as a dead man by the assassin"")",,,
People_003_h,People,car crash,"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively, ""old people"", ""there were at least 200 people in the audience"")","{02958343} <noun.artifact> car#1, auto#1, automobile#1, machine1#6, motorcar#1 -- (a motor vehicle with four wheels, usually propelled by an internal combustion engine, ""he needs a car to get to work"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")","{00095280} <adj.all> dead1#1 (vs. alive1#1) -- (no longer having or seeming to have or expecting to have life, ""the nerve is dead"", ""a dead pallor"", ""he was marked as a dead man by the assassin"")",,,
People_004_h,People,car crash,"{02958343} <noun.artifact> car#1, auto#1, automobile#1, machine1#6, motorcar#1 -- (a motor vehicle with four wheels, usually propelled by an internal combustion engine, ""he needs a car to get to work"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")",{15043763} <noun.substance> snow#2 -- (a layer of snowflakes (white crystals of frozen water) covering the ground),,,,
People_005_h,People,accident,{03790512} <noun.artifact> motorcycle#1, bike2#1 -- (a motor vehicle with two wheels and a strong frame),"{07301336} <noun.event> accident1#1 -- (an unfortunate mishap, especially one causing damage or injury)","{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman), ""there were two women and six men on the bus"")",,,,
People_006_h,People,accident,{03790512} <noun.artifact> motorcycle#1, bike2#1 -- (a motor vehicle with two wheels and a strong frame),"{07301336} <noun.event> accident1#1 -- (an unfortunate mishap, especially one causing damage or injury)","{07302542} <noun.event> collision1#1, hit1#4 -- ((physics) a brief event in which two or more bodies come together, ""the collision of the particles resulted in an exchange of energy and a change of direction"")",,,,
People_007_h,People,car crash,"{02958343} <noun.artifact> car#1, auto#1, automobile#1, machine1#6, motorcar#1 -- (a motor vehicle with four wheels, usually propelled by an internal combustion engine, ""he needs a car to get to work"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")","{04336792} <noun.artifact> stretcher#3 -- (a litter for transporting people who are ill or wounded or dead, usually consists of a sheet of canvas stretched between two poles)","{01317954} <adj.all> injured#1 (vs. uninjured#1) -- (harmed, ""injured soldiers"", ""injured feelings"")","{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman), ""there were two women and six men on the bus"")",{10091651} <noun.person> fireman#4, firefighter#1, fire fighter#1, fire-eater2#1 -- (a member of a fire department who tries to extinguish fires),
People_008_h,People,train crash,"{04468005} <noun.artifact> train#1, railroad train#1 -- (public transport provided by a line of railway cars coupled together and drawn by a locomotive, ""express trains don't stop at Princeton Junction"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")",,,,,
People_009_h,People,car crash,"{02958343} <noun.artifact> car#1, auto#1, automobile#1, machine1#6, motorcar#1 -- (a motor vehicle with four wheels, usually propelled by an internal combustion engine, ""he needs a car to get to work"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")",{02898711} <noun.artifact> bridge#1, span#5 -- (a structure that allows people or vehicles to cross an obstacle such as a river or canal or railway etc.),{04335435} <noun.artifact> streetcar#1, tram1#3, tramcar1#2, trolley#1, trolley car#1 -- (a wheeled vehicle that runs on rails and is propelled by electricity),,,
People_010_h,People,accident,"{01317954} <adj.all> injured#1 (vs. uninjured#1) -- (harmed, ""injured soldiers"", ""injured feelings"")","{10287213} <noun.person> man#1, adult male#1 -- (an adult person who is male (as opposed to a woman), ""there were two women and six men on the bus"")","{04336792} <noun.artifact> stretcher#3 -- (a litter for transporting people who are ill or wounded or dead, usually consists of a sheet of canvas stretched between two poles)","{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively, ""old people"", ""there were at least 200 people in the audience"")","{07578363} <noun.food> helping#1, portion#7, serving#1 -- (an individual quantity of food or drink taken as part of a meal, ""the helpings were all small"", ""his portion was larger than hers"", ""there's enough for two servings each"")",,
People_011_h,People,earthquake,{14857897} <noun.substance> debris#1, dust1#2, junk#1, rubble#1, detritus1#1 -- (the remains of something that has been destroyed or broken up),"{07942152} <noun.group> people#1 -- ((plural) any group of human beings (men or women or children) collectively, ""old people"", ""there were at least 200 people in the audience"")","{01974062} <verb.motion> raise#2, lift#1, elevate#2, get up#3, bring up#4 -- (raise from a lower to a higher position, ""Raise your hands"", ""Lift a load"")",,,,
People_012_h,People,crashed plane,"{02691156} <noun.artifact> airplane#1, aeroplane#1, plane1#1 -- (an aircraft that has a fixed wing and is powered by propellers or jets, ""the flight was delayed due to trouble with the airplane"")","{07301950} <noun.event> crash#2, wreck#3 -- (a serious accident (usually involving one or more vehicles), ""they are still investigating the crash of the TWA plane"")",,,,,
